,firstname,lastname,party,amount,contributor,race
20,daniel,gade,republican,17681,US Government,VAS2
21,daniel,gade,republican,16237,US Army,VAS2
22,daniel,gade,republican,14045,Raytheon Technologies,VAS2
23,daniel,gade,republican,13607,US Dept of Defense,VAS2
24,daniel,gade,republican,11800,Kinsale Capital Group,VAS2
25,daniel,gade,republican,11200,Tssi,VAS2
26,daniel,gade,republican,11200,Tychon,VAS2
27,daniel,gade,republican,11200,Holtzman Oil,VAS2
28,daniel,gade,republican,11000,Club for Growth,VAS2
29,daniel,gade,republican,10000,Engel Family Farms,VAS2
30,daniel,gade,republican,9500,Azimuth Consulting Services,VAS2
31,daniel,gade,republican,9100,US Dept of State,VAS2
32,daniel,gade,republican,8918,United Airlines Holdings,VAS2
33,daniel,gade,republican,8900,American Water Works Assn,VAS2
34,daniel,gade,republican,8750,Wetland Partners,VAS2
35,daniel,gade,republican,8400,Pepsi-Cola Bottling Co of Central Virg,VAS2
36,daniel,gade,republican,8375,Gladstone Capital,VAS2
37,daniel,gade,republican,7828,IBM Corp,VAS2
38,daniel,gade,republican,7500,Nansemond Pre-Cast Concrete Co ,VAS2
39,daniel,gade,republican,7300,Paramount Bank,VAS2
40,mary,knapp,other,0,,VAS2
0,tina,smith,democrat,156676,University of Minnesota,MNS1
1,tina,smith,democrat,155267,Emily's List,MNS1
2,tina,smith,democrat,104063,Democracy Engine,MNS1
3,tina,smith,democrat,67650,Signature Bank,MNS1
4,tina,smith,democrat,60727,State of Minnesota,MNS1
5,tina,smith,democrat,47171,Blue Cross/Blue Shield,MNS1
6,tina,smith,democrat,41936,Mayo Clinic,MNS1
7,tina,smith,democrat,39980,Comcast Corp,MNS1
8,tina,smith,democrat,39500,Pohlad Companies                                  ,MNS1
9,tina,smith,democrat,38180,Ecolab Inc,MNS1
10,tina,smith,democrat,38175,Dorsey & Whitney,MNS1
11,tina,smith,democrat,36862,Alphabet Inc,MNS1
12,tina,smith,democrat,35890,US Bancorp,MNS1
13,tina,smith,democrat,35705,General Mills,MNS1
14,tina,smith,democrat,34996,Lockridge Grindal Nauen PLLP,MNS1
15,tina,smith,democrat,30498,UnitedHealth Group,MNS1
16,tina,smith,democrat,29500,Wells Fargo,MNS1
17,tina,smith,democrat,28122,Medtronic Inc,MNS1
18,tina,smith,democrat,28054,3M Co,MNS1
19,tina,smith,democrat,28000,Heartland Realty Investors,MNS1
20,jason,lewis,republican,12800,Hegenes Properties,MNS1
21,jason,lewis,republican,11700,Anderson Trucking Service,MNS1
22,jason,lewis,republican,11450,Timberland Transportation,MNS1
23,jason,lewis,republican,11230,Banner Engineering,MNS1
24,jason,lewis,republican,11225,Aimco,MNS1
25,jason,lewis,republican,11200,Rtp Co,MNS1
26,jason,lewis,republican,10750,Hubbard Broadcasting,MNS1
27,jason,lewis,republican,10600,Davis Family Holdings,MNS1
28,jason,lewis,republican,10500,Elingson Companies,MNS1
29,jason,lewis,republican,10500,Arvig Enterprises,MNS1
30,jason,lewis,republican,10150,Emerson Electric,MNS1
31,jason,lewis,republican,10100,Red Wing Publishing,MNS1
32,jason,lewis,republican,10000,Electing Majority Making Effective Republicans,MNS1
33,jason,lewis,republican,10000,Freedom & Security PAC,MNS1
34,jason,lewis,republican,10000,Citizens United,MNS1
35,jason,lewis,republican,10000,Badlands PAC,MNS1
36,jason,lewis,republican,10000,Freedom Club of America,MNS1
37,jason,lewis,republican,10000,Huck PAC,MNS1
38,jason,lewis,republican,9600,Dondelinger Chevrolet-Cadillac,MNS1
39,jason,lewis,republican,8725,Archer Auto Group,MNS1
40,oliver,steinberg,other,0,,MNS1
41,kevin,o'connor,other,0,,MNS1
0,tim,ryan,democrat,146082,Democracy Engine,OHS2
1,tim,ryan,democrat,89781,Ohio State University,OHS2
2,tim,ryan,democrat,78583,Alphabet Inc,OHS2
3,tim,ryan,democrat,68665,University of California                ,OHS2
4,tim,ryan,democrat,58904,Cleveland Clinic,OHS2
5,tim,ryan,democrat,55161,Cincinnati Children's Hospital Medical Center,OHS2
6,tim,ryan,democrat,47250,"Akin, Gump et al",OHS2
7,tim,ryan,democrat,41389,Remington Road Group,OHS2
8,tim,ryan,democrat,40200,Student Resource Center,OHS2
9,tim,ryan,democrat,37085,Stanford University,OHS2
10,tim,ryan,democrat,36155,Council for a Livable World,OHS2
11,tim,ryan,democrat,35390,Berger Singerman PA,OHS2
12,tim,ryan,democrat,34800,Debartolo Holdings,OHS2
13,tim,ryan,democrat,31616,University Of Cincinnati,OHS2
14,tim,ryan,democrat,29545,US Government,OHS2
15,tim,ryan,democrat,29000,National Center for Defense Manufactur,OHS2
16,tim,ryan,democrat,27397,State of Ohio                           ,OHS2
17,tim,ryan,democrat,27118,Microsoft Corp,OHS2
18,tim,ryan,democrat,27053,Comcast Corp,OHS2
19,tim,ryan,democrat,26710,Phantom Fireworks,OHS2
20,j,d,republican,27100,Chemed Corp,OHS2
21,j,d,republican,20145,Kaivac Inc,OHS2
22,j,d,republican,19446,Energy Transfer LP,OHS2
23,j,d,republican,18450,Kirkland & Ellis,OHS2
24,j,d,republican,17005,Blackstone Group,OHS2
25,j,d,republican,16920,Baker & Hostetler,OHS2
26,j,d,republican,15000,Netherland Rubber,OHS2
27,j,d,republican,14565,Trihealth Inc,OHS2
28,j,d,republican,14500,Hunt Companies,OHS2
29,j,d,republican,14108,Walter Oil & Gas,OHS2
30,j,d,republican,13432,JPMorgan Chase & Co,OHS2
31,j,d,republican,13300,Vitol SA                                ,OHS2
32,j,d,republican,13000,Townsend Corp,OHS2
33,j,d,republican,11800,John Stock & Assoc,OHS2
34,j,d,republican,11600,JM Smucker Co,OHS2
35,j,d,republican,11600,JAT Capital Partners,OHS2
36,j,d,republican,11600,Duchossois Group,OHS2
37,j,d,republican,11600,Plk Properties,OHS2
38,j,d,republican,11600,Keystone Inc,OHS2
39,j,d,republican,11600,Lmbi Lp,OHS2
40,sam,ronan,other,0,,OHS2
41,dominic,lacavera,other,0,,OHS2
42,shawn,mousourakis,other,0,,OHS2
43,eric,meiring,other,0,,OHS2
44,bill,graham,other,0,,OHS2
45,chad,taylor,other,0,,OHS2
0,katie,britt,republican,99800,American Israel Public Affairs Cmte,ALS2
1,katie,britt,republican,73500,Harbert Management                                ,ALS2
2,katie,britt,republican,66700,Great Southern Wood Preserving,ALS2
3,katie,britt,republican,62800,"Beasley, Allen et al",ALS2
4,katie,britt,republican,57130,Southern Co,ALS2
5,katie,britt,republican,53200,Dai-Ichi Life,ALS2
6,katie,britt,republican,48400,Radiance Technologies,ALS2
7,katie,britt,republican,46311,Stephens Inc,ALS2
8,katie,britt,republican,43500,Cooper/T Smith Corp,ALS2
9,katie,britt,republican,41250,McWane Inc,ALS2
10,katie,britt,republican,40495,Butler Snow LLP,ALS2
11,katie,britt,republican,40178,University of Alabama,ALS2
12,katie,britt,republican,39500,BGR Group,ALS2
13,katie,britt,republican,37700,Blackstone Group,ALS2
14,katie,britt,republican,35300,Jim Wilson & Assoc,ALS2
15,katie,britt,republican,35005,"Fine, Geddie & Assoc",ALS2
16,katie,britt,republican,34800,Aaa Cooper Transportation,ALS2
17,katie,britt,republican,34800,Pilot Catastrophe Services,ALS2
18,katie,britt,republican,33112,Blue Cross/Blue Shield,ALS2
19,katie,britt,republican,32300,Drummond Co,ALS2
20,will,boyd,democrat,6201,Excel Professional Management,ALS2
21,will,boyd,democrat,5800,David Person Media LLC,ALS2
22,will,boyd,democrat,5800,Independent Advantage,ALS2
23,will,boyd,democrat,5441,St Mark Mb Church,ALS2
24,will,boyd,democrat,5000,Democratic Party of Alabama ,ALS2
25,will,boyd,democrat,3000,Jefferson County Sheriff's Office,ALS2
26,will,boyd,democrat,2900,Reine Media,ALS2
27,will,boyd,democrat,2900,State Farm Insurance,ALS2
28,will,boyd,democrat,2900,7 Pillar Strategies,ALS2
29,will,boyd,democrat,2900,Agp,ALS2
30,will,boyd,democrat,2900,Alchemist Agency,ALS2
31,will,boyd,democrat,2400,Big Time Media Usa,ALS2
32,will,boyd,democrat,2000,Black Warrior Riverkeeper,ALS2
33,will,boyd,democrat,2000,St James Ame Church,ALS2
34,will,boyd,democrat,1000,Randolph School,ALS2
35,will,boyd,democrat,1000,American Postal Workers Union,ALS2
36,will,boyd,democrat,1000,CE Outcomes LLC,ALS2
37,will,boyd,democrat,1000,Cwa 3902 Bham Pac,ALS2
38,will,boyd,democrat,1000,AFL-CIO,ALS2
39,jarmal,jabbar,other,0,,ALS2
40,richard,bowers,other,0,,ALS2
41,john,sophocleus,other,0,,ALS2
0,ben,ray,democrat,75268,Democracy Engine,NMS2
1,ben,ray,democrat,65500,Votesane PAC,NMS2
2,ben,ray,democrat,35275,University of New Mexico,NMS2
3,ben,ray,democrat,34600,National Assn of Broadcasters,NMS2
4,ben,ray,democrat,31209,Comcast Corp,NMS2
5,ben,ray,democrat,27421,University of California,NMS2
6,ben,ray,democrat,24343,Digidems PAC,NMS2
7,ben,ray,democrat,23400,Centerbridge Partners,NMS2
8,ben,ray,democrat,22067,"Akin, Gump et al",NMS2
9,ben,ray,democrat,21763,Alphabet Inc,NMS2
10,ben,ray,democrat,21250,End Citizens United & Let America Vote,NMS2
11,ben,ray,democrat,20895,NextEra Energy,NMS2
12,ben,ray,democrat,20500,University of Southern California,NMS2
13,ben,ray,democrat,19700,"Kleiner, Perkins et al",NMS2
14,ben,ray,democrat,18200,United for A Strong America,NMS2
15,ben,ray,democrat,18092,US Dept of Energy                       ,NMS2
16,ben,ray,democrat,18010,Fresenius Medical Care,NMS2
17,ben,ray,democrat,17590,AT&T Inc,NMS2
18,ben,ray,democrat,17154,State of New Mexico,NMS2
19,ben,ray,democrat,16814,Medquest Pharmacy,NMS2
20,mark,ronchetti,republican,22400,L&M Service Group,NMS2
21,mark,ronchetti,republican,21260,Sandia National Laboratories,NMS2
22,mark,ronchetti,republican,19000,Lp Building Supply,NMS2
23,mark,ronchetti,republican,16850,Western Assurance,NMS2
24,mark,ronchetti,republican,12400,McKee Foods,NMS2
25,mark,ronchetti,republican,11250,CSI Aviation Services,NMS2
26,mark,ronchetti,republican,10650,Griffin's Propane,NMS2
27,mark,ronchetti,republican,10250,Hanson Operating,NMS2
28,mark,ronchetti,republican,9600,Yates Industries,NMS2
29,mark,ronchetti,republican,9000,Ambercare Corp,NMS2
30,mark,ronchetti,republican,8925,Brewer Oil,NMS2
31,mark,ronchetti,republican,8900,Alaska Structures,NMS2
32,mark,ronchetti,republican,8850,Pettigrew & Assoc,NMS2
33,mark,ronchetti,republican,8600,ABO Petroleum,NMS2
34,mark,ronchetti,republican,8515,Tripps Inc,NMS2
35,mark,ronchetti,republican,8465,Frank A Baumann,NMS2
36,mark,ronchetti,republican,8400,Amazon Eu Sarl,NMS2
37,mark,ronchetti,republican,8400,Manzano LLC,NMS2
38,mark,ronchetti,republican,7965,University of New Mexico,NMS2
39,mark,ronchetti,republican,7950,Select Energy Services,NMS2
40,bob,walsh,other,2800,Small Ventures Usa,NMS2
41,bob,walsh,other,1318,Committee to Elect Chris Manning,NMS2
0,bernie,sanders,other,15849,Moveon.org,VTS1
1,bernie,sanders,other,15005,American Postal Workers Union,VTS1
2,bernie,sanders,other,15000,National Assn of Letter Carriers,VTS1
3,bernie,sanders,other,10444,Service Employees International Union,VTS1
4,bernie,sanders,other,10141,Communications Workers of America,VTS1
5,bernie,sanders,other,10000,America Works,VTS1
6,bernie,sanders,other,10000,American Federation of Teachers,VTS1
7,bernie,sanders,other,10000,Climate Champions PAC,VTS1
8,bernie,sanders,other,10000,Fearless for the People,VTS1
9,bernie,sanders,other,10000,Transport Workers Union,VTS1
10,bernie,sanders,other,9815,Google Inc,VTS1
11,bernie,sanders,other,8981,University of Michigan,VTS1
12,bernie,sanders,other,8103,University of California/Berkeley,VTS1
13,bernie,sanders,other,7418,US Postal Service,VTS1
14,bernie,sanders,other,7400,Dept of Children & Family Services,VTS1
15,bernie,sanders,other,7302,Columbia University,VTS1
16,bernie,sanders,other,7299,University of Maryland,VTS1
17,bernie,sanders,other,7103,National Education Assn,VTS1
18,bernie,sanders,other,6298,Boeing Co,VTS1
19,bernie,sanders,other,6119,University of California,VTS1
20,lawrence,zupan,republican,2700,US Navy Reserve,VTS1
21,lawrence,zupan,republican,2500,Cic Vt,VTS1
22,lawrence,zupan,republican,1000,American International Enterprises,VTS1
23,lawrence,zupan,republican,1000,P&E Properties,VTS1
24,lawrence,zupan,republican,1000,Shop Keeper,VTS1
25,lawrence,zupan,republican,1000,Texas State University,VTS1
26,brad,joseph,other,0,,VTS1
27,reid,kane,other,0,,VTS1
28,russell,beste,other,0,,VTS1
29,bruce,busa,other,0,,VTS1
30,edward,gilbert,other,0,,VTS1
0,catherine,cortez,democrat,350025,Democracy Engine,NVS2
1,catherine,cortez,democrat,335455,EMILY's List,NVS2
2,catherine,cortez,democrat,141000,Votesane PAC,NVS2
3,catherine,cortez,democrat,135388,University of California                ,NVS2
4,catherine,cortez,democrat,124279,J Street,NVS2
5,catherine,cortez,democrat,91794,Alphabet Inc,NVS2
6,catherine,cortez,democrat,60400,Apollo Global Management,NVS2
7,catherine,cortez,democrat,60213,MGM Resorts International,NVS2
8,catherine,cortez,democrat,55425,Blackstone Group                        ,NVS2
9,catherine,cortez,democrat,50738,University of Nevada                    ,NVS2
10,catherine,cortez,democrat,47911,Apple Inc,NVS2
11,catherine,cortez,democrat,46660,Microsoft Corp,NVS2
12,catherine,cortez,democrat,45104,Centene Corp,NVS2
13,catherine,cortez,democrat,44540,Comcast Corp,NVS2
14,catherine,cortez,democrat,44325,Amazon.com,NVS2
15,catherine,cortez,democrat,40793,Stanford University,NVS2
16,catherine,cortez,democrat,40550,"Akin, Gump et al",NVS2
17,catherine,cortez,democrat,39855,NextEra Energy,NVS2
18,catherine,cortez,democrat,39250,Cox Enterprises,NVS2
19,catherine,cortez,democrat,35450,WilmerHale LLP                          ,NVS2
20,adam,laxalt,republican,159785,Club for Growth,NVS2
21,adam,laxalt,republican,90535,Senate Conservatives Fund,NVS2
22,adam,laxalt,republican,33700,Lyon Living,NVS2
23,adam,laxalt,republican,28333,Station Casinos,NVS2
24,adam,laxalt,republican,24000,Kirkland & Ellis,NVS2
25,adam,laxalt,republican,23200,Goldcoast Logistics Group,NVS2
26,adam,laxalt,republican,23200,Clearlake Capital Group,NVS2
27,adam,laxalt,republican,23200,RDV Corp,NVS2
28,adam,laxalt,republican,22300,Blackstone Group,NVS2
29,adam,laxalt,republican,20300,Hunt Companies,NVS2
30,adam,laxalt,republican,17800,BGR Group,NVS2
31,adam,laxalt,republican,17400,Marnell Companies,NVS2
32,adam,laxalt,republican,17223,Energy Transfer LP,NVS2
33,adam,laxalt,republican,16100,Clean Energy Fuels Corp,NVS2
34,adam,laxalt,republican,14600,Cooper & Kirk,NVS2
35,adam,laxalt,republican,14500,Deason Capital Services,NVS2
36,adam,laxalt,republican,14500,Demetree Global,NVS2
37,adam,laxalt,republican,14500,Fox Corp,NVS2
38,adam,laxalt,republican,14500,Newmeyer & Dillon,NVS2
39,adam,laxalt,republican,14500,Greenberg Traurig LLP,NVS2
40,peter,griffin,other,0,,NVS2
41,gretchen,rae,other,0,,NVS2
42,joseph,j,other,0,,NVS2
43,barry,lindemann,other,0,,NVS2
0,tim,scott,republican,122205,Votesane PAC,SCS1
1,tim,scott,republican,68000,Apollo Global Management,SCS1
2,tim,scott,republican,63000,Goldman Sachs,SCS1
3,tim,scott,republican,51175,Visa Inc,SCS1
4,tim,scott,republican,46450,MetLife Inc,SCS1
5,tim,scott,republican,40610,Blackstone Group,SCS1
6,tim,scott,republican,38600,Kasowitz Benson Torres Llp,SCS1
7,tim,scott,republican,35800,Rock Holdings,SCS1
8,tim,scott,republican,30620,JPMorgan Chase & Co,SCS1
9,tim,scott,republican,29400,KKR & Co                                ,SCS1
10,tim,scott,republican,29000,Johnson Development,SCS1
11,tim,scott,republican,28728,NorPAC,SCS1
12,tim,scott,republican,28200,No Labels,SCS1
13,tim,scott,republican,28000,Charles Ingram Lumber,SCS1
14,tim,scott,republican,27900,"Brownstein, Hyatt et al                 ",SCS1
15,tim,scott,republican,27600,"Akin, Gump et al",SCS1
16,tim,scott,republican,26751,New York Life Insurance,SCS1
17,tim,scott,republican,26550,Pro-Israel America PAC,SCS1
18,tim,scott,republican,25800,Amgen Inc,SCS1
19,tim,scott,republican,24500,NASDAQ Inc,SCS1
20,krystle,matthews,democrat,3000,Mzekewe Ltdco,SCS1
21,krystle,matthews,democrat,2900,K Rowe Investments,SCS1
22,krystle,matthews,democrat,2000,Anastopoulo Law Firm,SCS1
23,krystle,matthews,democrat,2000,Get Right Inc,SCS1
24,krystle,matthews,democrat,2000,Hart Law Firm,SCS1
25,krystle,matthews,democrat,1500,Charleston County School District,SCS1
26,krystle,matthews,democrat,1100,Condon Family Law,SCS1
27,krystle,matthews,democrat,1088,iQor US,SCS1
28,krystle,matthews,democrat,1066,PayPal Inc,SCS1
29,krystle,matthews,democrat,1000,Former State Senator,SCS1
30,krystle,matthews,democrat,1000,Legal Assistance Foundation Of Metropo,SCS1
31,krystle,matthews,democrat,1000,CW Matthews Contracting,SCS1
32,krystle,matthews,democrat,1000,Blue Acorn Ici,SCS1
33,larry,adams,other,0,,SCS1
34,william,wise,other,0,,SCS1
35,nate,dixon,other,0,,SCS1
36,jesse,harper,other,0,,SCS1
0,raphael,warnock,democrat,302756,Alphabet Inc,GAS2
1,raphael,warnock,democrat,283753,University of California                ,GAS2
2,raphael,warnock,democrat,169083,J Street,GAS2
3,raphael,warnock,democrat,128596,Emory University,GAS2
4,raphael,warnock,democrat,125471,Microsoft Corp,GAS2
5,raphael,warnock,democrat,102508,Apple Inc,GAS2
6,raphael,warnock,democrat,98719,Stanford University,GAS2
7,raphael,warnock,democrat,95955,Democracy Engine,GAS2
8,raphael,warnock,democrat,91419,Kaiser Permanente,GAS2
9,raphael,warnock,democrat,89171,US Government,GAS2
10,raphael,warnock,democrat,87828,US Dept of Health & Human Services      ,GAS2
11,raphael,warnock,democrat,86234,Amazon.com,GAS2
12,raphael,warnock,democrat,80716,"Paul, Weiss et al                       ",GAS2
13,raphael,warnock,democrat,72483,IBM Corp                                ,GAS2
14,raphael,warnock,democrat,68609,Wilmerhale Llp,GAS2
15,raphael,warnock,democrat,66150,Columbia University,GAS2
16,raphael,warnock,democrat,65980,University of Washington,GAS2
17,raphael,warnock,democrat,65334,University of Maryland,GAS2
18,raphael,warnock,democrat,63199,Comcast Corp,GAS2
19,raphael,warnock,democrat,62499,State of California                     ,GAS2
20,herschel,walker,republican,47082,Senate Conservatives Fund,GAS2
21,herschel,walker,republican,38900,Cks Packaging,GAS2
22,herschel,walker,republican,30000,Teramore Development,GAS2
23,herschel,walker,republican,29850,BGR Group,GAS2
24,herschel,walker,republican,28400,Association of KFC Franchisees,GAS2
25,herschel,walker,republican,26800,Textile Management Assoc,GAS2
26,herschel,walker,republican,26750,Newtown Athletic Club,GAS2
27,herschel,walker,republican,24500,Pollard Lumber,GAS2
28,herschel,walker,republican,23400,Aviation Development Group,GAS2
29,herschel,walker,republican,23200,National Fitness Partners,GAS2
30,herschel,walker,republican,23000,Island Doctors,GAS2
31,herschel,walker,republican,18788,Wells Fargo,GAS2
32,herschel,walker,republican,17500,Tenex                                             ,GAS2
33,herschel,walker,republican,17400,Jones Co,GAS2
34,herschel,walker,republican,17400,Kbp Brands,GAS2
35,herschel,walker,republican,17400,Classic Chevrolet,GAS2
36,herschel,walker,republican,17400,Clinical Research Consultant                      ,GAS2
37,herschel,walker,republican,17400,Cooper Steel,GAS2
38,herschel,walker,republican,17400,Fiber Optic Construction,GAS2
39,herschel,walker,republican,16900,Bank of America,GAS2
40,chase,oliver,other,0,,GAS2
41,eric,chase,other,0,,GAS2
42,annette,davis,other,0,,GAS2
0,martin,heinrich,democrat,117304,League of Conservation Voters,NMS1
1,martin,heinrich,democrat,62067,JStreetPAC,NMS1
2,martin,heinrich,democrat,59451,University of New Mexico,NMS1
3,martin,heinrich,democrat,49100,MMR Constructors,NMS1
4,martin,heinrich,democrat,35452,"Akin, Gump et al",NMS1
5,martin,heinrich,democrat,32500,"Robbins, Geller et al",NMS1
6,martin,heinrich,democrat,30010,NextEra Energy,NMS1
7,martin,heinrich,democrat,28950,General Atomics,NMS1
8,martin,heinrich,democrat,27000,Blackstone Group,NMS1
9,martin,heinrich,democrat,24300,Mmr Group,NMS1
10,martin,heinrich,democrat,22500,Tellurian Inc,NMS1
11,martin,heinrich,democrat,20750,"Brownstein, Hyatt et al                 ",NMS1
12,martin,heinrich,democrat,20000,Express Scripts,NMS1
13,martin,heinrich,democrat,20000,Korein Tillery LLC,NMS1
14,martin,heinrich,democrat,19000,Doterra International,NMS1
15,martin,heinrich,democrat,18700,Forbes Tate Partners,NMS1
16,martin,heinrich,democrat,18500,L&F Distributors,NMS1
17,martin,heinrich,democrat,17200,Facebook Inc,NMS1
18,martin,heinrich,democrat,16972,Google Inc,NMS1
19,martin,heinrich,democrat,16700,Ultimate Fighting Championship,NMS1
20,mick,rich,republican,11900,Mick Rich Contractors,NMS1
21,mick,rich,republican,10900,Santo Petroleum,NMS1
22,mick,rich,republican,10800,Mountain States Crane LLC,NMS1
23,mick,rich,republican,10000,Associated Builders & Contractors,NMS1
24,mick,rich,republican,8200,Yates Legacy Foundation,NMS1
25,mick,rich,republican,8000,High Desert Roofing,NMS1
26,mick,rich,republican,6950,Commercial Enterprises,NMS1
27,mick,rich,republican,6400,Eagle Rock Contracting,NMS1
28,mick,rich,republican,6000,Alliance Fire Protection,NMS1
29,mick,rich,republican,6000,Nova Group,NMS1
30,mick,rich,republican,5800,Downey & Co,NMS1
31,mick,rich,republican,5400,Cajun Industries                                  ,NMS1
32,mick,rich,republican,5400,Children's Hospital of the King's Daughters,NMS1
33,mick,rich,republican,5400,Downey & Com,NMS1
34,mick,rich,republican,5400,Everg Jard Roofing,NMS1
35,mick,rich,republican,5400,IT Professional,NMS1
36,mick,rich,republican,5400,Krumland Auto,NMS1
37,mick,rich,republican,5400,Merrion Oil & Gas,NMS1
38,mick,rich,republican,5400,Scotts Fencing Co,NMS1
39,mick,rich,republican,5400,Strata Production Co,NMS1
40,mick,rich,republican,5400,US Government,NMS1
41,gary,johnson,other,6400,Delta Air Lines,NMS1
42,gary,johnson,other,5400,Columbia Ventures                                 ,NMS1
43,gary,johnson,other,5400,Morning Star Co,NMS1
44,gary,johnson,other,5000,Loco Hills Water Solutions,NMS1
45,gary,johnson,other,2700,Exida,NMS1
46,gary,johnson,other,2700,Fluor Corp,NMS1
47,gary,johnson,other,2700,Guebert Bruckner Pc,NMS1
48,gary,johnson,other,2700,Macb,NMS1
49,gary,johnson,other,2700,Massachusetts Institute of Technology,NMS1
50,gary,johnson,other,2700,"Mintz, Levin et al",NMS1
51,gary,johnson,other,2700,Tru G Wilhelm Inc,NMS1
52,gary,johnson,other,2700,University of Texas Health Science Ctr/San Antonio,NMS1
53,gary,johnson,other,2500,Mantaro Partners,NMS1
54,gary,johnson,other,2100,University of Pittsburgh,NMS1
55,gary,johnson,other,2000,Geckos Bar & Tapas,NMS1
56,gary,johnson,other,2000,Metal Craft Co,NMS1
57,gary,johnson,other,2000,Overstock.Com,NMS1
58,gary,johnson,other,1500,Competitive Enterprise Institute,NMS1
59,gary,johnson,other,1500,McC,NMS1
60,gary,johnson,other,1500,Sbc Global Services,NMS1
0,dean,heller,republican,190000,Votesane PAC,NVS1
1,dean,heller,republican,76600,Station Casinos,NVS1
2,dean,heller,republican,75100,MGM Resorts International,NVS1
3,dean,heller,republican,70200,Jennmar Corp,NVS1
4,dean,heller,republican,63100,Caesars Entertainment,NVS1
5,dean,heller,republican,60500,Ultimate Fighting Championship,NVS1
6,dean,heller,republican,47400,National Republican Senatorial Cmte,NVS1
7,dean,heller,republican,45900,Blackstone Group,NVS1
8,dean,heller,republican,38900,Quicken Loans,NVS1
9,dean,heller,republican,37542,Republican Jewish Coalition,NVS1
10,dean,heller,republican,37136,Boyd Gaming,NVS1
11,dean,heller,republican,36350,DaVita Inc,NVS1
12,dean,heller,republican,36100,Capital Group,NVS1
13,dean,heller,republican,35100,Frank Calandra Inc                                ,NVS1
14,dean,heller,republican,34764,NV Energy,NVS1
15,dean,heller,republican,32750,Citizens for Prosperity in America Today,NVS1
16,dean,heller,republican,30900,"Brownstein, Hyatt et al",NVS1
17,dean,heller,republican,30800,Sierra Nevada Corp,NVS1
18,dean,heller,republican,30100,Apollo Management,NVS1
19,dean,heller,republican,28500,Fertitta Entertainment,NVS1
20,jacky,rosen,democrat,604219,EMILY's List,NVS1
21,jacky,rosen,democrat,169839,Democracy Engine,NVS1
22,jacky,rosen,democrat,147400,Google Inc,NVS1
23,jacky,rosen,democrat,133381,League of Conservation Voters,NVS1
24,jacky,rosen,democrat,88475,JStreetPAC,NVS1
25,jacky,rosen,democrat,71971,Womencount PAC,NVS1
26,jacky,rosen,democrat,64003,DE Shaw & Co,NVS1
27,jacky,rosen,democrat,59823,Stanford University,NVS1
28,jacky,rosen,democrat,47415,Democratic Senatorial Campaign Cmte,NVS1
29,jacky,rosen,democrat,47415,Democratic Senatorial Campaign Cmte,NVS1
30,jacky,rosen,democrat,46704,Microsoft Corp,NVS1
31,jacky,rosen,democrat,41104,"Paul, Weiss et al",NVS1
32,jacky,rosen,democrat,40544,Harvard University,NVS1
33,jacky,rosen,democrat,38879,Apple Inc,NVS1
34,jacky,rosen,democrat,38300,Motley Rice LLC,NVS1
35,jacky,rosen,democrat,36225,Bend The Arc Jewish Action,NVS1
36,jacky,rosen,democrat,35283,Amazon.com,NVS1
37,jacky,rosen,democrat,35172,University of Nevada/Las Vegas,NVS1
38,jacky,rosen,democrat,34694,University of California,NVS1
39,jacky,rosen,democrat,32525,Sullivan & Cromwell,NVS1
40,jacky,rosen,democrat,32392,University of California/Berkeley,NVS1
41,barry,michaels,other,0,,NVS1
42,richard,charles,other,0,,NVS1
43,kamau,bakari,other,0,,NVS1
0,peter,welch,democrat,70466,J Street,VTS2
1,peter,welch,democrat,20150,Democracy Engine,VTS2
2,peter,welch,democrat,17400,Berkshire Group,VTS2
3,peter,welch,democrat,14600,Comcast Corp,VTS2
4,peter,welch,democrat,13800,National Education Assn,VTS2
5,peter,welch,democrat,13300,"Akin, Gump et al",VTS2
6,peter,welch,democrat,12600,Plymouth Rock Co,VTS2
7,peter,welch,democrat,11600,One Better Ventures,VTS2
8,peter,welch,democrat,11600,Maple Syrup Producer/Private Investor,VTS2
9,peter,welch,democrat,11600,Katsky Korins Llp,VTS2
10,peter,welch,democrat,10650,Arnold & Porter Kaye Scholer,VTS2
11,peter,welch,democrat,10400,State of Vermont,VTS2
12,peter,welch,democrat,10250,American Assn for Justice,VTS2
13,peter,welch,democrat,10000,America Works PAC,VTS2
14,peter,welch,democrat,10000,America's Communications Assn,VTS2
15,peter,welch,democrat,10000,American Crystal Sugar,VTS2
16,peter,welch,democrat,10000,American Federation of State/Cnty/Munic Employees,VTS2
17,peter,welch,democrat,10000,American Federation of Teachers,VTS2
18,peter,welch,democrat,10000,American Hotel & Lodging Assn,VTS2
19,peter,welch,democrat,10000,American Optometric Assn,VTS2
20,brock,pierce,other,3500,Dolan & Co,VTS2
21,brock,pierce,other,2900,Entertainer & Artist,VTS2
22,brock,pierce,other,2900,Fractal Rico LLC,VTS2
23,brock,pierce,other,2900,Gross & Belsky Llp,VTS2
24,brock,pierce,other,2900,Systematic Ventures,VTS2
25,brock,pierce,other,2900,Twilio Inc,VTS2
26,brock,pierce,other,2900,Legacy Exchange Partners Lp,VTS2
27,brock,pierce,other,2000,Friedland Enterprises,VTS2
28,brock,pierce,other,2000,Byte To Bite,VTS2
29,brock,pierce,other,1000,King & Spalding,VTS2
