,firstname,lastname,party,amount,contributor,race
8,roger,wicker,republican,24900,Huntington Ingalls Industries,MSS2
9,roger,wicker,republican,24200,Comcast Corp,MSS2
10,roger,wicker,republican,24100,Genesee & Wyoming,MSS2
11,roger,wicker,republican,24100,Novogradac & Co,MSS2
12,roger,wicker,republican,23750,Cox Enterprises,MSS2
13,roger,wicker,republican,23600,Dunlap & Kyle,MSS2
14,roger,wicker,republican,23500,DISH Network,MSS2
15,roger,wicker,republican,22900,Sanderson Farms,MSS2
16,roger,wicker,republican,22100,Seemann Composites,MSS2
17,roger,wicker,republican,21600,Ergon Inc,MSS2
18,roger,wicker,republican,21600,Pruet Oil,MSS2
19,roger,wicker,republican,21600,Rumsfeld Foundation,MSS2
20,david,baria,democrat,7400,Oswald & Reed Law Office,MSS2
21,david,baria,democrat,6446,"Bradley, Arant et al                    ",MSS2
22,david,baria,democrat,5400,Give Lively,MSS2
23,david,baria,democrat,5400,Molpus Woodlands Group,MSS2
24,david,baria,democrat,5400,University of Mississippi Foundation,MSS2
25,david,baria,democrat,5350,Latham & Watkins,MSS2
26,david,baria,democrat,5200,Colom Law Firm,MSS2
27,david,baria,democrat,5200,Faulkner & Assoc Architects,MSS2
28,david,baria,democrat,5000,America Works,MSS2
29,david,baria,democrat,5000,American Assn for Justice,MSS2
30,david,baria,democrat,5000,Booking Agent,MSS2
31,david,baria,democrat,5000,Fearless for the People,MSS2
32,david,baria,democrat,5000,International Brotherhood of Electrical Workers,MSS2
33,david,baria,democrat,5000,Secure PAC,MSS2
34,david,baria,democrat,5000,Victory Now PAC,MSS2
35,david,baria,democrat,4700,Law Offices of Judy Guice,MSS2
36,david,baria,democrat,4500,Forrest County Democratic Party,MSS2
37,david,baria,democrat,4450,Brad Morris Law Firm,MSS2
38,david,baria,democrat,4100,Faulkner & Assoc,MSS2
39,david,baria,democrat,4000,McInnis Electric,MSS2
40,shawn,o'hara,other,0,,MSS2
41,danny,bedwell,other,0,,MSS2
0,ben,sasse,republican,49801,Club for Growth,NES2
1,ben,sasse,republican,41400,DCI Group,NES2
2,ben,sasse,republican,29300,NorPAC,NES2
3,ben,sasse,republican,22200,Mountain Group Partners,NES2
4,ben,sasse,republican,21600,Stephens Group,NES2
5,ben,sasse,republican,20420,Microsoft Corp,NES2
6,ben,sasse,republican,19600,Rdv Corp,NES2
7,ben,sasse,republican,19500,Prudential Financial,NES2
8,ben,sasse,republican,18725,Alphabet Inc,NES2
9,ben,sasse,republican,18000,Capital Group,NES2
10,ben,sasse,republican,17800,Affiliated Managers Group               ,NES2
11,ben,sasse,republican,16800,Blackstone Group,NES2
12,ben,sasse,republican,16000,Capital Group Companies,NES2
13,ben,sasse,republican,15855,Union Pacific Corp,NES2
14,ben,sasse,republican,15000,GEO Group,NES2
15,ben,sasse,republican,14000,Centene Corp                            ,NES2
16,ben,sasse,republican,13000,National Assn of Broadcasters,NES2
17,ben,sasse,republican,12750,Zurich Insurance Group,NES2
18,ben,sasse,republican,12200,Centerview Partners,NES2
19,ben,sasse,republican,12200,Kiewit Corp,NES2
20,chris,janicek,democrat,1300,Nebraska Beef,NES2
21,chris,janicek,democrat,1140,Omaha Public Schools,NES2
22,chris,janicek,democrat,1050,CW Ventures,NES2
23,chris,janicek,democrat,1011,Steve Elliot Research,NES2
24,chris,janicek,democrat,1000,Cfm Realty Advisors,NES2
25,chris,janicek,democrat,1000,Weitz Family Foundation,NES2
26,chris,janicek,democrat,1000,Reproductive Health Specialists,NES2
27,gene,siadek,other,0,,NES2
0,john,cornyn,republican,138850,Apollo Global Management,TXS1
1,john,cornyn,republican,98615,KKR & Co                                ,TXS1
2,john,cornyn,republican,58930,Blackstone Group                        ,TXS1
3,john,cornyn,republican,56491,Berkshire Hathaway,TXS1
4,john,cornyn,republican,50781,United Airlines Holdings,TXS1
5,john,cornyn,republican,45535,Pfizer Inc,TXS1
6,john,cornyn,republican,43551,State of Texas,TXS1
7,john,cornyn,republican,42530,SoftBank Corp,TXS1
8,john,cornyn,republican,34900,"Paul, Weiss et al",TXS1
9,john,cornyn,republican,34876,NextEra Energy,TXS1
10,john,cornyn,republican,34600,Citizens for Prosperity in America Today,TXS1
11,john,cornyn,republican,33600,Duty Free Americas,TXS1
12,john,cornyn,republican,33600,GEO Group,TXS1
13,john,cornyn,republican,33550,General Atomics,TXS1
14,john,cornyn,republican,31875,FMR Corp,TXS1
15,john,cornyn,republican,29560,Visa Inc,TXS1
16,john,cornyn,republican,29175,Insperity,TXS1
17,john,cornyn,republican,28830,DISH Network,TXS1
18,john,cornyn,republican,27885,JPMorgan Chase & Co,TXS1
19,john,cornyn,republican,27862,"Akin, Gump et al",TXS1
20,mj,hegar,democrat,205728,University of Texas                     ,TXS1
21,mj,hegar,democrat,178706,Alphabet Inc,TXS1
22,mj,hegar,democrat,121770,Emily's List,TXS1
23,mj,hegar,democrat,113109,University of California                ,TXS1
24,mj,hegar,democrat,75729,Apple Inc,TXS1
25,mj,hegar,democrat,68364,Microsoft Corp,TXS1
26,mj,hegar,democrat,63939,IBM Corp,TXS1
27,mj,hegar,democrat,62468,Amazon.com,TXS1
28,mj,hegar,democrat,51933,Dell Technologies,TXS1
29,mj,hegar,democrat,48864,Democracy Engine,TXS1
30,mj,hegar,democrat,47884,Facebook Inc,TXS1
31,mj,hegar,democrat,45600,Insight Partners,TXS1
32,mj,hegar,democrat,42759,AT&T Inc,TXS1
33,mj,hegar,democrat,40474,Harvard University,TXS1
34,mj,hegar,democrat,40245,US Government,TXS1
35,mj,hegar,democrat,39196,Walt Disney Co,TXS1
36,mj,hegar,democrat,33168,State of Texas,TXS1
37,mj,hegar,democrat,33094,Stanford University,TXS1
38,mj,hegar,democrat,30185,Rice University,TXS1
39,mj,hegar,democrat,29572,Oracle Corp,TXS1
40,kerry,mckennon,other,2000,Liberty Defender,TXS1
41,kerry,mckennon,other,1000,6-4-3 Construction Solutions,TXS1
42,rhett,smith,other,0,,TXS1
43,david,b.,other,0,,TXS1
44,arjun,srinivasan,other,1000,Silk PAC,TXS1
45,cedric,d,other,0,,TXS1
46,james,brumley,other,0,,TXS1
47,tim,smith,other,0,,TXS1
48,ricardo,turullols-bonilla,other,0,,TXS1
49,luke,warren,other,0,,TXS1
50,kenney,elkomous,other,0,,TXS1
51,raymond,fogg,other,0,,TXS1
0,john,kennedy,republican,32700,Apollo Global Management,LAS2
1,john,kennedy,republican,31105,Ochsner Health System,LAS2
2,john,kennedy,republican,29005,Blackstone Group,LAS2
3,john,kennedy,republican,27700,Stephens Inc,LAS2
4,john,kennedy,republican,20300,Energy Transfer LP,LAS2
5,john,kennedy,republican,17500,Investment Property Exchange Services,LAS2
6,john,kennedy,republican,17400,Investments Ltd,LAS2
7,john,kennedy,republican,17400,Reliance Systems,LAS2
8,john,kennedy,republican,17400,Blue Owl Capital,LAS2
9,john,kennedy,republican,17400,CaptiveAire Systems,LAS2
10,john,kennedy,republican,17150,Hydrologic Distribution Co,LAS2
11,john,kennedy,republican,16733,Station Casinos,LAS2
12,john,kennedy,republican,15800,Chevron Corp,LAS2
13,john,kennedy,republican,15600,Southern Glazer's Wine & Spirits                  ,LAS2
14,john,kennedy,republican,15000,Sargento Foods,LAS2
15,john,kennedy,republican,14753,Walter Oil & Gas,LAS2
16,john,kennedy,republican,14700,Hill & Co,LAS2
17,john,kennedy,republican,14500,Bobby Cox Companies,LAS2
18,john,kennedy,republican,14105,B&G Food Enterprises,LAS2
19,john,kennedy,republican,13800,Blessey Marine Service,LAS2
20,luke,mixon,democrat,14088,Louisiana State University              ,LAS2
21,luke,mixon,democrat,13384,"Neblett, Beard & Arsenault",LAS2
22,luke,mixon,democrat,10000,"Cox, Cox, Filo, Camel & Wilson",LAS2
23,luke,mixon,democrat,8700,Glenn Armentor Law,LAS2
24,luke,mixon,democrat,8700,Tipitina Inc,LAS2
25,luke,mixon,democrat,8400,"Aylstock, Witkin et al",LAS2
26,luke,mixon,democrat,8300,Cheek Law Firm,LAS2
27,luke,mixon,democrat,7900,Neworleans Com Media LLC,LAS2
28,luke,mixon,democrat,7000,"Cummings, Cummings & Dudenhefer",LAS2
29,luke,mixon,democrat,7000,Kirschman Relaty LLC,LAS2
30,luke,mixon,democrat,6168,US Navy,LAS2
31,luke,mixon,democrat,6000,Blake Jones Law Firm,LAS2
32,luke,mixon,democrat,5800,Axis Realty Group,LAS2
33,luke,mixon,democrat,5800,County of Alameda,LAS2
34,luke,mixon,democrat,5800,Shaw Capitol,LAS2
35,luke,mixon,democrat,5800,River Birch Inc,LAS2
36,luke,mixon,democrat,5800,Twt Properties LLC,LAS2
37,luke,mixon,democrat,5660,Grasslands Development,LAS2
38,luke,mixon,democrat,5500,Lambert Law Firm,LAS2
39,luke,mixon,democrat,5000,Knoll Law Firm,LAS2
40,gary,chambers,democrat,8700,Blueprint Group,LAS2
41,gary,chambers,democrat,5900,Verano,LAS2
42,gary,chambers,democrat,5250,Silly Goose Productions,LAS2
43,gary,chambers,democrat,5000,Lefleur Industries,LAS2
44,gary,chambers,democrat,3200,Gti,LAS2
45,gary,chambers,democrat,3000,Lone Mountain,LAS2
46,gary,chambers,democrat,3000,Pantheon System,LAS2
47,gary,chambers,democrat,2900,Petrotechnologies Inc,LAS2
48,gary,chambers,democrat,2900,New Georgia Project,LAS2
49,gary,chambers,democrat,2900,MATTIO Communications,LAS2
50,gary,chambers,democrat,2900,Grassroots Law PAC,LAS2
51,gary,chambers,democrat,2900,King Firm,LAS2
52,gary,chambers,democrat,2900,K Rowe Investments,LAS2
53,gary,chambers,democrat,2900,Eastern Computer Exchange,LAS2
54,gary,chambers,democrat,2900,Cannabis,LAS2
55,gary,chambers,democrat,2900,Scoot,LAS2
56,gary,chambers,democrat,2900,Vision Management Services,LAS2
57,gary,chambers,democrat,2900,Walton Family Foundation,LAS2
58,gary,chambers,democrat,2900,University of Miami,LAS2
59,gary,chambers,democrat,2775,Alphabet Inc,LAS2
60,syrita,steib,democrat,8400,Operation Restoration,LAS2
61,syrita,steib,democrat,5800,Smith,LAS2
62,syrita,steib,democrat,4000,Columbia University,LAS2
63,syrita,steib,democrat,3900,Neauxla Tax Cafe LLC,LAS2
64,syrita,steib,democrat,3150,Sylvia Taylor & Assoc,LAS2
65,syrita,steib,democrat,2900,Slate Construction,LAS2
66,syrita,steib,democrat,2900,Opportunity 2 Restore,LAS2
67,syrita,steib,democrat,2900,Ladies of Hope Ministries,LAS2
68,syrita,steib,democrat,2900,Law Office of Charles R Jones LLC,LAS2
69,syrita,steib,democrat,2900,Corporate St Investments,LAS2
70,syrita,steib,democrat,2900,Dra,LAS2
71,syrita,steib,democrat,2900,Events By Jharden,LAS2
72,syrita,steib,democrat,2900,Keys Medical Staffing,LAS2
73,syrita,steib,democrat,2900,Knockout Graphics,LAS2
74,syrita,steib,democrat,2500,Planet Healthcare,LAS2
75,syrita,steib,democrat,1650,Tulane University,LAS2
76,syrita,steib,democrat,1585,Or,LAS2
77,syrita,steib,democrat,1500,Man Up,LAS2
78,syrita,steib,democrat,1500,Thomas Consulting Group,LAS2
79,syrita,steib,democrat,1500,Promise,LAS2
80,vinny,mendoza,democrat,0,,LAS2
81,brannon,mcmorris,other,0,,LAS2
82,xan,john,other,0,,LAS2
83,nicholas,parham,other,0,,LAS2
84,michael,dukes,other,0,,LAS2
85,albert,kyder,republican,0,,LAS2
0,cindy,hyde-smith,republican,36300,Seemann Composites,MSS1
1,cindy,hyde-smith,republican,24320,NorPAC,MSS1
2,cindy,hyde-smith,republican,24180,Telapex Inc,MSS1
3,cindy,hyde-smith,republican,22100,Addicus,MSS1
4,cindy,hyde-smith,republican,19400,Ergon Inc,MSS1
5,cindy,hyde-smith,republican,18778,Huntington Ingalls Industries,MSS1
6,cindy,hyde-smith,republican,16800,Pruet Oil,MSS1
7,cindy,hyde-smith,republican,16800,Yates Construction,MSS1
8,cindy,hyde-smith,republican,16400,Sanderson Farms,MSS1
9,cindy,hyde-smith,republican,15500,Community Bancshares of Mississippi,MSS1
10,cindy,hyde-smith,republican,14000,Leidos Inc,MSS1
11,cindy,hyde-smith,republican,14000,Golding barge line,MSS1
12,cindy,hyde-smith,republican,13500,Capitol Resources,MSS1
13,cindy,hyde-smith,republican,13175,General Atomics,MSS1
14,cindy,hyde-smith,republican,13100,Freeport-McMoRan,MSS1
15,cindy,hyde-smith,republican,12000,Butler Snow LLP,MSS1
16,cindy,hyde-smith,republican,11600,Wade Inc,MSS1
17,cindy,hyde-smith,republican,11500,"Akin, Gump et al",MSS1
18,cindy,hyde-smith,republican,11200,Amway/Alticor Inc,MSS1
19,cindy,hyde-smith,republican,11200,G&S Holdings,MSS1
20,mike,espy,democrat,55564,University of California                ,MSS1
21,mike,espy,democrat,49890,Alphabet Inc,MSS1
22,mike,espy,democrat,32800,Apple Inc,MSS1
23,mike,espy,democrat,27881,Microsoft Corp,MSS1
24,mike,espy,democrat,25773,Amazon.com,MSS1
25,mike,espy,democrat,25051,US Government,MSS1
26,mike,espy,democrat,21229,Walt Disney Co,MSS1
27,mike,espy,democrat,18338,AT&T Inc,MSS1
28,mike,espy,democrat,17200,University of Mississippi,MSS1
29,mike,espy,democrat,15814,Stanford University,MSS1
30,mike,espy,democrat,15541,Kaiser Permanente,MSS1
31,mike,espy,democrat,15527,Harvard University,MSS1
32,mike,espy,democrat,15007,Facebook Inc,MSS1
33,mike,espy,democrat,14010,Jana Partners,MSS1
34,mike,espy,democrat,12721,New York University,MSS1
35,mike,espy,democrat,11939,"City of New York, NY",MSS1
36,mike,espy,democrat,11939,"Paul, Weiss et al                       ",MSS1
37,mike,espy,democrat,11173,University of Washington,MSS1
38,mike,espy,democrat,10954,IBM Corp,MSS1
39,mike,espy,democrat,10787,Columbia University,MSS1
40,jimmy,edwards,other,0,,MSS1
41,mary,wright,other,0,,MSS1
0,deb,fischer,republican,79850,Union Pacific Corp,NES1
1,deb,fischer,republican,41150,Northrop Grumman,NES1
2,deb,fischer,republican,37300,AFLAC Inc,NES1
3,deb,fischer,republican,31300,Delta Air Lines,NES1
4,deb,fischer,republican,28850,Comcast Corp,NES1
5,deb,fischer,republican,28650,BNSF Railway,NES1
6,deb,fischer,republican,27000,Cox Enterprises,NES1
7,deb,fischer,republican,26950,Matson Inc,NES1
8,deb,fischer,republican,22600,Elliott Management,NES1
9,deb,fischer,republican,20650,NorPAC,NES1
10,deb,fischer,republican,20400,Tenaska Inc,NES1
11,deb,fischer,republican,20000,Sinclair Broadcast Group,NES1
12,deb,fischer,republican,19700,Dinkel Implement,NES1
13,deb,fischer,republican,18100,DISH Network,NES1
14,deb,fischer,republican,17700,Case New Holland,NES1
15,deb,fischer,republican,17250,"Brownstein, Hyatt et al",NES1
16,deb,fischer,republican,16200,"Hagan, Noll & Boyle",NES1
17,deb,fischer,republican,16200,Hawkins Construction,NES1
18,deb,fischer,republican,16200,Jane Street Capital,NES1
19,deb,fischer,republican,16200,Peter Kiewit Sons,NES1
20,jane,raybould,democrat,29997,University of Nebraska/Lincoln,NES1
21,jane,raybould,democrat,26677,University of Nebraska Medical Center,NES1
22,jane,raybould,democrat,22824,University of Nebraska,NES1
23,jane,raybould,democrat,21100,Perry Reid Properties,NES1
24,jane,raybould,democrat,14270,Union Pacific Corp,NES1
25,jane,raybould,democrat,12900,End Citizens United,NES1
26,jane,raybould,democrat,11708,State of Nebraska,NES1
27,jane,raybould,democrat,11131,JA Woollam Co,NES1
28,jane,raybould,democrat,10800,Lozier Corp,NES1
29,jane,raybould,democrat,10800,Paul G Smith Assoc,NES1
30,jane,raybould,democrat,10800,Thalias Umbrella,NES1
31,jane,raybould,democrat,10400,Weitz Family Foundation,NES1
32,jane,raybould,democrat,10000,Dakota Prairie PAC,NES1
33,jane,raybould,democrat,10000,Fearless for the People,NES1
34,jane,raybould,democrat,10000,Impact,NES1
35,jane,raybould,democrat,10000,M-PAC,NES1
36,jane,raybould,democrat,10000,Off the Sidelines,NES1
37,jane,raybould,democrat,10000,Prairie PAC,NES1
38,jane,raybould,democrat,10000,Victory Now PAC,NES1
39,jane,raybould,democrat,8900,Weitz Investments,NES1
40,jim,schultz,other,0,,NES1
0,ted,cruz,republican,268388,Senate Conservatives Fund,TXS2
1,ted,cruz,republican,234832,Club for Growth,TXS2
2,ted,cruz,republican,108101,Woodforest National Bank,TXS2
3,ted,cruz,republican,95950,NorPAC,TXS2
4,ted,cruz,republican,67051,Lockheed Martin,TXS2
5,ted,cruz,republican,64200,Sullivan & Cromwell,TXS2
6,ted,cruz,republican,56115,Stewart Title Guaranty,TXS2
7,ted,cruz,republican,47629,Delta Air Lines,TXS2
8,ted,cruz,republican,46100,Goldman Sachs,TXS2
9,ted,cruz,republican,45872,BNSF Railway,TXS2
10,ted,cruz,republican,42750,Pbf Energy,TXS2
11,ted,cruz,republican,42474,Republican Jewish Coalition,TXS2
12,ted,cruz,republican,42400,Southwest Airlines,TXS2
13,ted,cruz,republican,42225,Insperity,TXS2
14,ted,cruz,republican,41300,"Gibson, Dunn & Crutcher",TXS2
15,ted,cruz,republican,39000,Greenberg Traurig LLP,TXS2
16,ted,cruz,republican,37800,Duty Free Americas,TXS2
17,ted,cruz,republican,37100,Taste of Texas Restaurant,TXS2
18,ted,cruz,republican,36638,USAA,TXS2
19,ted,cruz,republican,35848,American Airlines,TXS2
20,beto,o'rourke,democrat,235070,Google Inc,TXS2
21,beto,o'rourke,democrat,183034,JStreetPAC,TXS2
22,beto,o'rourke,democrat,134844,University of Texas,TXS2
23,beto,o'rourke,democrat,112758,University of Texas/Austin,TXS2
24,beto,o'rourke,democrat,109509,Baylor College of Medicine,TXS2
25,beto,o'rourke,democrat,108357,Democracy Engine,TXS2
26,beto,o'rourke,democrat,106982,Apple Inc,TXS2
27,beto,o'rourke,democrat,82771,IBM Corp,TXS2
28,beto,o'rourke,democrat,80127,Facebook Inc,TXS2
29,beto,o'rourke,democrat,78434,Exxon Mobil,TXS2
30,beto,o'rourke,democrat,76552,Texas A&M University,TXS2
31,beto,o'rourke,democrat,75648,Microsoft Corp,TXS2
32,beto,o'rourke,democrat,73840,Rice University,TXS2
33,beto,o'rourke,democrat,66437,AT&T Inc,TXS2
34,beto,o'rourke,democrat,64486,American Airlines,TXS2
35,beto,o'rourke,democrat,62680,Amazon.com,TXS2
36,beto,o'rourke,democrat,60492,Dell,TXS2
37,beto,o'rourke,democrat,60490,Stanford University,TXS2
38,beto,o'rourke,democrat,58381,University of Texas/Southwestern,TXS2
39,beto,o'rourke,democrat,58325,Susman Godfrey Llp,TXS2
40,neal,dikeman,other,5400,Brittmoore Animal Hospital,TXS2
41,neal,dikeman,other,2700,Scvsoft,TXS2
42,neal,dikeman,other,1500,Salamander Solutions,TXS2
43,neal,dikeman,other,1040,Trammell Ventures,TXS2
44,neal,dikeman,other,1000,Assemi Group,TXS2
45,phil,gray,other,0,,TXS2
46,shane,newsom,other,0,,TXS2
0,bill,cassidy,republican,60240,Ochsner Health System,LAS1
1,bill,cassidy,republican,59200,NorPAC,LAS1
2,bill,cassidy,republican,57645,KKR & Co,LAS1
3,bill,cassidy,republican,49600,Neurological Surgery Pc,LAS1
4,bill,cassidy,republican,42300,McNa Dental Plans,LAS1
5,bill,cassidy,republican,39200,Berkshire Hathaway,LAS1
6,bill,cassidy,republican,30650,Acadian Companies,LAS1
7,bill,cassidy,republican,28650,Citizens for Prosperity in America Today,LAS1
8,bill,cassidy,republican,23400,Southern Brain & Spine,LAS1
9,bill,cassidy,republican,21075,Amedisys Inc,LAS1
10,bill,cassidy,republican,20025,Jones Walker LLP,LAS1
11,bill,cassidy,republican,19625,Metro Aviation Inc,LAS1
12,bill,cassidy,republican,19600,Sixty West                                        ,LAS1
13,bill,cassidy,republican,19200,No Labels,LAS1
14,bill,cassidy,republican,18700,Ray Brandt Auto Group                             ,LAS1
15,bill,cassidy,republican,18300,Murphy Oil,LAS1
16,bill,cassidy,republican,17590,Entergy Corp,LAS1
17,bill,cassidy,republican,17150,Centene Corp                            ,LAS1
18,bill,cassidy,republican,17075,Viemed,LAS1
19,bill,cassidy,republican,16900,Blessey Marine Service,LAS1
20,adrian,perkins,democrat,12430,University of California                ,LAS1
21,adrian,perkins,democrat,11200,Cleveland Avenue LLC,LAS1
22,adrian,perkins,democrat,10000,KYU Collective,LAS1
23,adrian,perkins,democrat,8451,"City of Austin, TX",LAS1
24,adrian,perkins,democrat,6600,"Cummings, Cummings & Dudenhefer",LAS1
25,adrian,perkins,democrat,6237,UnitedHealth Group,LAS1
26,adrian,perkins,democrat,5675,MFS Investment Management,LAS1
27,adrian,perkins,democrat,5600,President-Management Consulting,LAS1
28,adrian,perkins,democrat,5600,"Robinson, McDonald & Canna                        ",LAS1
29,adrian,perkins,democrat,5600,Wicker Construction,LAS1
